locationDetails.name,locationDetails.locationId,locationDetails.kioskId,locationDetails.addressLine1,locationDetails.addressLine2,locationDetails.addressLine3,locationDetails.city,locationDetails.state,locationDetails.country,locationDetails.postalCode,locationDetails.distance,locationDetails.distanceuom,locationDetails.retailerId,locationDetails.latitude,locationDetails.longitude,locationOperatingHours.monHours,locationOperatingHours.tueHours,locationOperatingHours.wedHours,locationOperatingHours.thuHours,locationOperatingHours.friHours,locationOperatingHours.satHours,locationOperatingHours.sunHours,locationPhone.addToPhone,locationPhone.phone,locationServices.sendMoney,locationServices.receiveMoney,locationServices.billPayment,locationServices.addToPhone,locationServices.moneyOrder,locationServices.recCurrencies,locationServices.sendCurrencies,locationServices.xpressPackage,locationServices.purchaseMoneygramCard,locationServices.reloadMoneygramCard,locationServices.receiveToCard,locationServices.payWithCash,locationServices.reloadOtherCard,locationServices.payPal,locationServices.coinMe
HRS - #1 - AUBERVILLIERS,72102774,,7 RUE DES 4 CHEMINS,,,AUBERVILLIERS,,FR,93300,347.854228015536,km,291331845,48.9039,2.39077,09:30 AM - 10:00 PM,09:30 AM - 10:00 PM,09:30 AM - 10:00 PM,09:30 AM - 10:00 PM,09:30 AM - 10:00 PM,09:30 AM - 10:00 PM,09:30 AM - 10:00 PM,False,183723990,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
WORLD CONNECTION - AUBERVILLIERS,73527497,MP00045482,21 RUE DU MOUTIERS,,,AUBERVILLIERS,,FR,93300,347.856994868994,km,291470463,48.9148,2.38067,10:00 AM - 09:30 PM,10:00 AM - 09:30 PM,10:00 AM - 09:30 PM,10:00 AM - 09:30 PM,10:00 AM - 09:30 PM,10:00 AM - 09:30 PM,10:00 AM - 09:30 PM,False,768465251,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SMART TOUCH TELE - AUBERVILLIERS,74040944,,21 RUE DU MOUTIER,,,AUBERVILLIERS,,FR,93300,347.856994868994,km,291513769,48.9148,2.38067,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,False,605598342,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KHAN INTERNATIONAL - AUBERVILLIERS,70655223,MP00045280,52 AVENUE DE LA REPUBLIQUE,,,AUBERVILLIERS,,FR,93300,347.878723362445,km,291194490,48.9103,2.38524,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,False,0182137564,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AUBER VOYAGES,74376757,,100 AVENUE DE LA REPUBLIQUE,,,AUBERVILLIERS,,FR,93300,347.878916854762,km,291543072,48.9069,2.38841,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,172596581,True,True,False,False,False,,,False,False,False,False,False,False,False,False
BENGAL SUPER MARCHE,74340259,,96 Avenue de la Republique,,,AUBERVILLIERS,,FR,93300,347.89658926882,km,291540971,48.9071,2.38845,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,False,988388908,True,True,False,False,False,,,False,False,False,False,False,False,False,False
AGORA - PANTIN,73299563,MP00045454,39 RUE MAGENTA,,,PANTIN,,FR,93500,347.901145262414,km,291445976,48.9005,2.3946,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,668219663,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
APIDAKSHI EXOTIQUE - MELUN,72492992,,23 RUE DE LA BRASSERIE BRUGER,,,MELUN,,FR,77000,347.906774295393,km,291374481,48.5413,2.67487,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,False,973211771,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SURMA - PANTIN,72689802,MP00045430,87-89 AVENUE EDOUARD VAILLANT,,,PANTIN,,FR,93500,347.906926175165,km,291388480,48.9029,2.39248,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,950763606,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
B-BLOCK INFORMATIQUE - PANTIN,74134795,,69 AVENUE EDOUARD VAILLANT,,,PANTIN,,FR,93500,347.912141027035,km,291520174,48.9016,2.39377,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,952717598,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
2 STARS,74322455,,55 AVENUE EDOUARD VAILLANT,,,PANTIN,,FR,93500,347.919205113565,km,291537120,48.9009,2.39455,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,753847288,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
FLOREAL PARIS - #2 - LES LILAS,71915519,,10 BOULEVARD EUGENE DECROS,,,LES LILAS,,FR,93260,347.923066291623,km,291312898,48.8803,2.4133,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,False,183720746,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MASCOM,74415896,,26B Rue du Moutier,,,AUBERVILLIERS,,FR,93300,347.929397761018,km,291545504,48.9149,2.38181,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,149371793,True,True,False,False,False,,,False,False,False,False,False,False,False,False
DREAM WORLD - AUBERVILLIERS,71076144,,93 AVENUE DE LA REPUBLIQUE,,,AUBERVILLIERS,,FR,93300,347.930483896322,km,291233346,48.9059,2.39012,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,False,966912884,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DISCOUNT GSM,74429154,,74 AVENUE EDOUARD VAILLANT,,,PANTIN,,FR,93500,347.938075892113,km,291546819,48.9031,2.39276,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,975642189,True,True,False,False,False,,,False,False,False,False,False,False,False,False
SABIHA TRADERS,74124831,,59 AVENUE JEAN JAURES,,,AUBERVILLIERS,,FR,93300,347.985643338735,km,291518897,48.9043,2.39245,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,09:30 AM - 10:30 PM,False,627404230,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BANGLA MULTIMEDIA - AUBERVILLIERS,72842403,,20 BOULEVARD ANATOLE FRANCE,,,AUBERVILLIERS,,FR,93300,347.993036846792,km,291402905,48.916,2.38174,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,148339307,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RED GSM - AUBERVILLIERS,73360573,,65 AVENUE JEAN JAURES,,,AUBERVILLIERS,,FR,93300,348.023549249112,km,291458246,48.9046,2.39275,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,618304563,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TS ONLINE - PANTIN,73049328,,92 AVENUE JEAN JAURES,,,PANTIN,,FR,93500,348.030358257849,km,291444625,48.9043,2.39317,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,950134448,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
OSCAR AUBERVILLIERS - AUBERVILLIERS,73671505,,5 Rue Charron,,,AUBERVILLIERS,,FR,93300,348.058641951549,km,291476893,48.9147,2.38406,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,False,176580140,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DHAKA ALIMENTATION - AUBERVILLIERS,73511542,,12 RUE DE LA COURNEUVE,,,AUBERVILLIERS,,FR,93300,348.08753058285,km,291469725,48.9153,2.38395,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,758875841,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RUPOSHI BANGLA LE DEUX RIVE,74441514,,20 RUE GABRIELLE JOSSERAND,,,PANTIN,,FR,93500,348.098771868808,km,291547941,48.9038,2.39475,09:00 AM - 12:00 AM,09:00 AM - 12:00 AM,09:00 AM - 12:00 AM,09:00 AM - 12:00 AM,09:00 AM - 12:00 AM,09:00 AM - 12:00 AM,09:00 AM - 12:00 AM,False,183376383,True,True,False,False,False,,,False,False,False,False,False,False,False,False
MAMA EXOTIC - MELUN,67763856,MP00045215,13 BOULEVARD DE L ALMONT,,,MELUN,,FR,77000,348.18874414434,km,290974077,48.5428,2.67809,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,08:00 AM - 06:30 PM,False,0966916358,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LEA COMMUNICATION - LES LILAS,68320793,,28 BOULEVARD DE LA LIBERTE,,,LES LILAS,,FR,93260,348.209927791632,km,291016053,48.8798,2.41823,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,0143600399,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MATHY SUPERMARKET - MELUN,74154306,,33 BOULEVARD DE L ALMONT,,,MELUN,,FR,77000,348.211053424186,km,291523000,48.5432,2.67813,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,09:00 AM - 10:00 PM,False,783387952,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AARIFAH - #17 - VILLETANEUSE,73932545,,17 RUE ETIENNE FAJON,,,VILLETANEUSE,,FR,93430,348.231163278033,km,291500958,48.9604,2.34361,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,950418382,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RADIKA TELECOM - ST DENIS,72419742,,69 RUE DE STRASBOURG,,,ST DENIS,,FR,93200,348.240815999641,km,291387266,48.9359,2.3671,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,False,952834157,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
HAQUE TELECOM - LA COURNEUVE,73870487,,CENTRE COMMERCIAL DE LA TOUR 7 RUE 17 OCTOBRE 1961,,,LA COURNEUVE,,FR,93120,348.281045771152,km,291496666,48.927,2.37612,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,987136044,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RUHAN POINT COM - PANTIN,73681919,,35 RUE JULES AUFFRET,,,PANTIN,,FR,93500,348.28111616275,km,291482302,48.89,2.41018,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,953109430,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KHAN INTERNATIONAL - LA COURNEUVE,70655317,MP00045281,10 BOULEVARD PASTEUR,,,LA COURNEUVE,,FR,93120,348.310716223609,km,291194499,48.9201,2.38307,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,False,0148393317,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SK STAR COIFFURE,74445031,,19 Boulevard Pasteur,,,LA COURNEUVE,,FR,93120,348.326966830489,km,291548214,48.9206,2.38287,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,650250760,True,True,False,False,False,,,False,False,False,False,False,False,False,False
LANOUE BAZAR - MONTREUIL,73366810,,46 RUE IRENE ET FREDERIC JOLIOT CURIE,,,MONTREUIL,,FR,93100,348.355116156713,km,291458254,48.8677,2.43136,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,09:30 AM - 09:30 PM,False,142879755,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PANTIN DISTRIBUTION - PANTIN,72123944,,117 AVENUE JEAN LOLIVE,,,PANTIN,,FR,93500,348.455336491738,km,291331322,48.8929,2.41039,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,False,174616858,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
HUS - MONTREUIL,70418253,,30 RUE MOLIERE,,,MONTREUIL,,FR,93100,348.476696050507,km,291179429,48.8582,2.44169,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,10:00 AM - 09:00 PM,False,0182139039,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EKOTA CASH AND CARRY - LA COURNEUVE,74163339,,38 Boulevard Pasteur,,,LA COURNEUVE,,FR,93120,348.4870228218,km,291524344,48.9224,2.38377,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,988015485,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SARL CENTRAL PHONE - MONTMAGNY,73780917,,16 AVENUE DE LA GARE,,,MONTMAGNY,,FR,95360,348.660687663461,km,291489619,48.9752,2.3363,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,False,134124568,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
OSCAR MULTIMEDIA - AUBERVILLIERS,70200050,,2 DE LA COURNEUVE,,,AUBERVILLIERS,,FR,93300,348.660799753473,km,291154774,48.9242,2.38486,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,False,981308548,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
S.S MULTISERVICES - MONTREUIL,72396713,,7 BD PAUL VAILLANT COUTURIER,,,MONTREUIL,,FR,93100,348.753103849795,km,291376991,48.8632,2.44161,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,988069740,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MESLIN MUTISERVICES - PANTIN,71706951,,203 AVENUE JEAN LOLIVE,,,PANTIN,,FR,93500,349.073660220049,km,291297460,48.8945,2.41879,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,783168758,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LINDA - FONTENAY-SOUS-BOIS,74343214,,99 RUE DALAYRAC,,,FONTENAY-SOUS-BOIS,,FR,94120,349.109880986282,km,291535669,48.849,2.45971,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,141950541,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
HI-TEC INFORMATIQUE - MONTREUIL,73511526,,40 BOULEVARD PAUL VAILLANT COUTURIER,,,MONTREUIL,,FR,93100,349.11087281978,km,291469724,48.8662,2.44467,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,953708453,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PARIS ALIMENTATION GENERALE - AUBERVILLI,74275560,,211 BIS AVENUE JEAN JAURES,,,AUBERVILLIERS,,FR,93300,349.163478062405,km,291542196,48.9137,2.40265,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,False,987198135,True,True,False,False,False,,,False,False,False,False,False,False,False,False
JAHAN ALIMENTATION ET SERVICES - AUBERVI,72252543,,78 BOULEVARD EDOUARD VAILLANT,,,AUBERVILLIERS,,FR,93300,349.215216754786,km,291342549,48.9182,2.39936,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,False,981618718,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AF INFORMATIQUE - MONTREUIL,73850465,,93 BOULEVARD PAUL VAILLANT COUTURIER,,,MONTREUIL,,FR,93100,349.331730979621,km,291493910,48.8681,2.44647,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,179634634,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
A.A MULTI SERVICES - MONTREUIL,72782330,,12 BOULEVARD ARISTIDE BRIAND,,,MONTREUIL,,FR,93100,349.447476732715,km,291403150,48.8686,2.44784,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,982292733,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ARSHIA TELECOM - ROMAINVILLE,71733665,MP00045342,1 RUE DE BENFLEET,,,ROMAINVILLE,,FR,93230,349.456009141459,km,291297929,48.8806,2.43733,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,183747362,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AB.COM - PIERREFITTE SUR SEINE,72795822,,22 RUE DE PARIS,,,PIERREFITTE SUR SEINE,,FR,93380,349.591933577722,km,291407365,48.9654,2.36083,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,952350905,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SABINA,74447437,,65 RUE DE PARIS,,,PIERREFITTE SUR SEINE,,FR,93380,349.675802161103,km,291548215,48.9665,2.36112,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,661845880,True,True,False,False,False,,,False,False,False,False,False,False,False,False
ACE UNION - PIERREFITTE SUR SEINE,69324468,,67 RUE DE PARIS,,,PIERREFITTE SUR SEINE,,FR,93380,349.68366033484,km,291092790,48.9666,2.36116,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,0142353614,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SASU AB.COM2 - PIERREFITTE-SUR-SEINE,74082724,,42 RUE DE PARIS,,,PIERREFITTE-SUR-SEINE,,FR,93380,349.6887804992,km,291515491,48.9665,2.36136,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,179643215,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
IDEAL MOBILE,73880435,,54 RUE DE PARIS,,,PIERREFITTE SUR SEINE,,FR,93380,349.715890927181,km,291496670,48.9668,2.36154,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,977600286,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CHAMPY MARKET - CHAMPIGNY SUR MARNE,74162372,,88 AVENUE DU GENERAL DE GAULLE,,,CHAMPIGNY SUR MARNE,,FR,94500,349.722266677027,km,291527620,48.8222,2.49229,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,766518112,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BHALLY,74420920,,79 RUE DE PARIS,,,PIERREFITTE-SUR-SEINE,,FR,93380,349.741476864594,km,291545954,48.9672,2.36156,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,622335160,True,True,False,False,False,,,False,False,False,False,False,False,False,False
SARL PHONE STAR - LA COURNEUVE,71542539,,8BIS AVENUE PAUL VAILLANT COUTURIER,,,LA COURNEUVE,,FR,93120,349.807371802416,km,291276424,48.9183,2.40871,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,False,148584720,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CARNOT INFORMATIQUE - ROMAINVILLE,73764690,,65-67 RUE CARNOT,,,ROMAINVILLE,,FR,93230,349.854523619332,km,291488556,48.8841,2.44049,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,09:00 AM - 09:30 PM,False,988391703,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MYK ALIMENTATION - STAINS,74126716,,82 RUE JEAN DURAND,,,STAINS,,FR,93240,349.860616505032,km,291519601,48.9548,2.3754,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,189462062,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AL-KHETAB - PIERREFITTE SUR SEINE,74031348,,17 AVENUE DU GENERAL GALLIENI,,,PIERREFITTE SUR SEINE,,FR,93380,349.888459481269,km,291511302,48.9688,2.36244,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,753894891,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
NISAN MONEY TRANSFERT - LA COURNEUVE,73994088,,29 AVENUE PAUL VAILLANT COUTURIER,,,LA COURNEUVE,,FR,93120,349.898869496179,km,291507612,48.9196,2.40901,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,627091304,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AG SERVICES - LA COURNEUVE,74227369,,73 AVENUE JEAN JAURES,,,LA COURNEUVE,,FR,93120,349.901324537597,km,291528649,48.9236,2.40532,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,188494927,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
